Easting,Northing,UTM Zone,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
782771,4523117,T10,-119.6476132,40.81037541,100405,,DEFAULT,2923.3025,2016/08/07 23:00:00+00,2016/08/09 15:00:00+00,6557,200,NVCNC,1700000,,,,Minimal,Smoldering,Isolated Torching,Isolated Torching,Natural,,,KJY9,,2016/07/30 19:17:00+00,Type 4 Incident,2016/08/20 00:59:59+00,,100,,,PD,1502,GBCC,2016/08/07 23:00:00+00,2016/08/06 23:00:00+00,2016/08/07 23:00:00+00,F,Type 4 IC,Poodle,,WF,FI,40.80785,-119.6515,3500,,{4261AFD9-4233-427E-B658-4731FD43AC17},,0,1,0,0,0,,20131,100,,Gerlach,Washoe,,32031,,NVWID,,BLM,Federal,,,,,,,GB09,BLM,NVWID,US-NV,,,Brush (2 feet),Timber (Grass and Understory),75,2016-NVWID-020131,Approved Decision,wildcad,wildcad,0,,,2016/07/30 20:22:19+00,2016/09/14 17:55:40+00,IRWIN,{B280A864-972C-4449-8E30-0F3C10A61308},,,
906871,4941156,T10,-117.8813155,44.50890587,100489,,DEFAULT,22792.2377,2015/09/05 03:00:00+00,2015/10/21 15:00:00+00,56331,4,ORBMC,1252264,,,,,,,,Natural,,,J1AH,,2015/08/10 22:57:59+00,Type 4 Incident,2015/12/07 21:59:59+00,,,,,PN,1502,NWCC,2016/01/21 20:00:00+00,2015/10/02 12:59:59+00,2016/01/21 20:00:00+00,F,Type 4 IC,Cornet,,WF,FI,44.499699,-117.892303,4000,,{30A873CA-D699-42DF-8274-B24BCFD6A685},,0,1,0,0,0,,843,100,,Unity Oregon,Baker,,41001,,OR972S,,,,,,,,,,NW11,,OR972S,US-OR,,,Timber (Litter and Understory),,457,2015-OR972S-000843,,wildcad,wildcad,0,,,2015/08/11 00:08:46+00,2016/05/11 20:44:26+00,IRWIN,{51A2721A-00B8-4D72-9929-214544BC17D5},,,
1021847,5163153,T10,-116.2082536,46.41983618,101204,,DEFAULT,2375.1638,2020/09/18 17:00:00+00,2020/10/01 17:00:00+00,721,,IDGVC,,,,,,,,,Unknown,,,,,2020/09/10 01:25:00+00,,2020/11/01 15:59:59+00,,,,,,,NRCC,,,,,,MM49 Sunnyside Complex,,WF,FI,,,,,{9F23FD95-287E-426B-A751-C112D71CB496},,0,,,,,,714,,,,Clearwater,IDGVC,16035,,IDNPT,,BIA,Federal,,,,,,,NR05,DL,IDMCS,US-ID,,,,,,2020-IDMCS-000714,Approved Decision,wfdss,wfdss,0,Type 2 Incident,2020/09/14 02:41:22+00,2020/09/10 04:48:47+00,2020/11/02 15:34:02+00,IRWIN,{2CE0411E-4042-45D1-91AC-CE1F28105100},,,
695399,4893992,T10,-120.5557139,44.17299559,102004,,CERTIFIED,100.6279,2020/08/06 18:56:59+00,,101,0.1,ORCOC,,,,,,,,,Human,Other Human Cause,,NA95,,2020/07/25 22:05:00+00,,2020/10/27 18:30:00+00,,,,,PD,1502,NWCC,,,,,,WICKIUP ROAD 0473 PR,,WF,FI,44.17584,-120.5606,,2020/07/25 22:15:00+00,{907E6E2D-2DE9-46D1-8311-ED21D6BA1D5B},1,0,1,0,1,0,,473,,,,Crook,ORCOC,41013,BLM,ORPRD,,BLM,Federal,,,,,,,NW06,BLM,ORPRD,US-OR,Brush,SH3,,,,2020-ORPRD-000473,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/07/26 21:37:21+00,2020/07/25 22:27:32+00,2021/01/25 03:37:49+00,IRWIN,{3244F247-CB2C-4752-9AD2-D3C669B23F0A},,,
609389,4958701,T10,-121.6175142,44.77333883,102224,,DEFAULT,4606.961,2020/11/14 00:30:00+00,2020/11/16 15:59:59+00,4607,,ORWSC,7772085,,,,Minimal,Flanking,Torching,Short-range Spotting,Natural,,,NFP1,,2020/08/16 23:55:59+00,Type 1 Incident,2020/11/18 00:30:00+00,0,100,0,0,,,NWCC,2020/09/14 00:59:59+00,2020/09/13 00:59:59+00,2020/09/14 00:59:59+00,F,Type 1 Team,P515,North Butte,WF,FI,,,,,{336B79CA-5BEF-4201-8DC4-7F0B9E5B7CBF},,0,1,0,0,0,0,75,95,100,WARM SPRINGS,Jefferson,ORWSC,41031,BIA,ORWSA,,BIA,Federal,,,,,,,NW06,BIA,ORWSA,US-OR,,,Timber (Grass and Understory),Brush (2 feet),228,2020-ORWSA-000075,Approved Decision,firecode,wfdss,0,Type 1 Incident,2020/09/07 20:04:50+00,2020/08/17 01:28:05+00,2020/11/20 20:18:25+00,IRWIN,{C5DB5965-3395-4142-BBB5-EA2C65509530},,,
543630,4724739,T10,-122.4675139,42.67389421,102464,,DEFAULT,682.9763,,,345,,ORRVC,275000,,,,Minimal,Smoldering,,,Human,,,,,2019/05/04 21:14:59+00,Type 3 Incident,,0,100,0,0,,,NWCC,2019/05/06 21:00:00+00,2019/05/06 14:00:00+00,2019/05/06 21:00:00+00,F,Type 3 IC,Medco B,10 Miles NE of Butte Falls,WF,FI,,,,,{46C99539-14CB-4C4E-AB97-2F6C6C5854EA},,0,,,,,,51919,90,100,Prospect,Jackson,ORRVC,41029,DOF,OR711S,,,,Willamette,NE,SW,3E,28,33S,NW04,DOF,OR711S,US-OR,,,Heavy Logging Slash,,143,2019-OR711S-051919,No Decision,ics209,ics209,0,,,2019/05/05 21:14:05+00,2019/05/06 21:44:01+00,IRWIN,{680FDF59-902D-4339-8EC0-E199BF3B2FDA},,,
896639,4876381,T10,-118.0585154,43.93360681,103787,,DEFAULT,3269.7185,2015/08/23 00:00:00+00,2015/09/16 21:30:00+00,48919.7,0.5,ORVAC,3820000,,,,,,,,Natural,,,J099,,2015/08/10 22:22:59+00,Type 3 Incident,2015/09/17 06:00:00+00,,,,,,,NWCC,2015/08/11 18:00:00+00,2015/08/11 05:00:00+00,2015/08/11 18:00:00+00,F,Type 3 IC,SE Pole Gulch,,WF,FI,43.933601,-118.058502,450,,{716EE804-63D6-4352-8535-B66021967CDA},,0,1,0,0,0,,150,100,,Juntura,Malheur,,41045,,ORVAD,,,,Willamette,SW,NE,38 E,9,19 S,NW12,,ORVAD,US-OR,,,Short Grass (1 foot),,46,2015-ORVAD-000150,,wildcad,wildcad,0,,,2015/08/11 00:47:47+00,2017/03/01 20:37:36+00,IRWIN,{4AC74870-0051-4F34-9FA3-DEEE0369F557},,,
486315,4596809,T10,-123.1640138,41.52280517,103903,,DEFAULT,10160.6597,2014/10/30 00:59:59+00,,12630,,,75000,,,,,,,,Natural,,,,,2014/08/13 00:56:59+00,,2015/01/07 19:25:00+00,,,,,,,ONCC,,,,F,,Man,,WF,FI,,,,,{0A9F3E42-5158-421B-A286-B7E7F0F37C28},,0,,,,,,6000,100,,,Siskiyou,,6093,,CAKNF,,USFS,Federal,,,,,,,,,CAKNF,US-CA,,,,,12,2014-CAKNF-006000,,wfdss,wfdss,0,,,2014/08/13 17:28:49+00,2015/01/07 19:29:36+00,IRWIN,{2D9409D0-3629-449E-86BD-686DE6D76007},,,
493804,4441675,T10,-123.0727136,40.12537508,104114,,DEFAULT,215539.8759,,,328363,2,CAMNFC,,,,,,,,,Natural,Lightning,,,,2020/08/18 01:01:49+00,,,,,,,,,ONCC,,,,,,HOPKINS,,WF,FI,40.12551,-123.0731,,2020/08/18 15:59:59+00,{AE0DFF0E-D5E7-4E91-962D-A99C7FB76BBE},,0,0,0,0,0,0,757,,,,Trinity,CAMNFC,6105,FS,CAMNF,,USFS,Federal,,,,,,,NC02,FS,CAMNF,US-CA,Brush,SH7,,,,2020-CAMNF-000757,Approved Decision,wildcad,wildcad,0,Type 1 Incident,2020/09/01 02:00:00+00,2020/08/18 01:20:55+00,2021/11/12 03:01:04+00,IRWIN,{ED27C3E9-71E9-42A4-924E-913557512652},1,AUGUST COMPLEX,{EE343B88-0ADB-4C25-B744-6B4CE9DCC6DA}
762145,4981440,T10,-119.6775139,44.93805573,104190,EK2L,CERTIFIED,12.29,2020/08/24 02:31:00+00,2020/08/28 01:36:00+00,12,1,ORJDCC,,,,2020/12/02 22:00:06+00,,,,,Natural,Lightning,,,,2020/08/19 14:07:26+00,,2020/10/15 00:00:00+00,,,,,P6,614,NWCC,,,,,,Rocky,,WF,FI,44.9383,-119.6749,1,2020/08/19 16:15:59+00,{4C040868-0791-4245-A3F5-E131084B48ED},,0,0,0,0,0,,20257,,,,Wheeler,ORJDCC,41069,FS,ORUMF,,USFS,Federal,,,,,,,NW06,FS,ORUMF,US-OR,Timber,TL3,,,,2020-ORUMF-020257,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/19 14:58:04+00,2020/12/02 22:00:07+00,IRWIN,{83D76114-72DC-4FE5-96C7-6C890C0DAFE8},,,
857145,4979024,T10,-118.4784137,44.87505584,104614,EK2L,DEFAULT,1.096,2019/08/13 02:29:00+00,2019/08/13 16:08:00+00,0.1,0.1,ORBMC,,,,,,,,,Natural,,,,,2019/08/10 18:54:36+00,,2019/08/19 23:09:00+00,,,,,P6,616,NWCC,,,,,,Happy Prairie,,WF,FI,44.87569,-118.4837,,,{AEC57D67-C5AC-4E7D-A4D8-51D874AACA64},,0,0,0,0,0,,802,,,,Grant,ORBMC,41023,FS,ORUMF,,USFS,Federal,,,,,,,NW11,FS,ORUMF,US-OR,,,,,,2019-ORUMF-000802,No Decision,wildcad,wildcad,0,,,2019/08/12 18:45:29+00,2019/08/19 23:09:55+00,IRWIN,{ADE98FDB-9401-467C-9B9F-32E0CB0F9582},,,
809637,5101449,T10,-119.0013229,45.99661587,104846,,CERTIFIED,2.81,,,3,3,WACWC,,,,2020/11/10 17:04:41+00,,,,,Human,Other Human Cause,,NB9U,,2020/07/30 02:57:00+00,,2020/07/30 14:51:00+00,,,,,PD,1502,NWCC,,,,,,FINLEY ROAD,,WF,FI,46.00092,-119.0263,,,{5F053FF6-78C0-4CBA-92DC-F8D27B2DE6BB},,0,1,0,0,0,,397,,,,Benton,WACWC,53005,,,,Private,Private,,,,,,,NW10,BLM,WASPD,US-WA,Grass,GR3,,,,2020-WASPD-000397,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/30 04:03:47+00,2020/11/10 17:04:42+00,IRWIN,{42627A19-EA8E-4910-A1F5-6D413398B8F0},,,
626380,5163132,T10,-121.3496145,46.60984567,105601,,DEFAULT,4398.0925,2018/11/09 00:00:00+00,,5400,2.5,WACWC,14196784.4,,,,Minimal,Smoldering,Smoldering,Smoldering,Unknown,,,L17M,,2018/07/30 18:04:00+00,Type 4 Incident,,50,20,30,0,P6,617,NWCC,2018/11/09 00:00:00+00,2018/11/01 12:59:59+00,2018/11/09 00:00:00+00,F,Type 4 IC,MIRIAM,2 Miles SE of White Pass,WF,FI,46.60984,-121.3488,10,,{3FD05AC8-AF59-4642-A804-455564F37641},,0,0,0,0,0,,443,100,20,,Yakima,WACWC,53077,FS,WAOWF,,USFS,Federal,,,,,,,NW05,FS,WAOWF,US-WA,,,Timber (Grass and Understory),Timber (Litter and Understory),0,2018-WAOWF-000443,Approved Decision,wildcad,wildcad,0,,,2018/07/30 18:58:29+00,2019/02/21 00:05:13+00,IRWIN,{76C00F48-6F0A-44B9-ACBA-F7651EA6767C},,,
978492,4842649,T10,-117.0737132,43.58298587,105619,,CERTIFIED,66.41,2020/05/03 14:00:00+00,2020/05/03 19:24:00+00,66.4,1.5,ORVAC,,,,2020/08/25 19:41:23+00,,,,,Human,Other Human Cause,,M29S,,2020/05/02 21:17:59+00,,2020/07/01 18:00:00+00,,,,,,,NWCC,,,,,,AGATE FIELD,,WF,FI,43.5631,-117.0373,200,2020/05/02 23:10:00+00,{2AC113BA-3EA6-455D-97AC-523E8F68208A},1,0,1,0,0,0,,32,,,,Malheur,ORVAC,41045,BLM,ORVAD,,BLM,Federal,,,,,,,NW12,BLM,ORVAD,US-OR,Grass,GR2,,,,2020-ORVAD-000032,No Decision,wildcad,INFORM_Inspector,0,,,2020/05/02 23:48:24+00,2020/08/25 19:41:23+00,IRWIN,{3A9B3A30-97E3-43FD-AC30-0EDA46EABC30},,,
698835,4436271,T10,-120.6689132,40.05325527,106168,,DEFAULT,2936.0021,2019/09/26 00:00:00+00,2019/10/22 19:05:00+00,54608,0.1,CAPNFC,35600000,,,,Minimal,Creeping,Smoldering,Backing,Unknown,,,MQ4F,,2019/09/04 19:46:00+00,Type 2 Incident,2020/01/15 20:00:00+00,0,100,0,0,,,ONCC,2019/09/26 00:00:00+00,2019/09/25 12:59:59+00,2019/09/26 00:00:00+00,F,Type 2 Team,Walker,11 miles East of Taylorsville CA Genesee Valley,WF,FI,39.96056,-120.6735,,,{97BF9798-BD46-46D2-9A24-59E2A1EBF916},,0,0,0,0,1,,1324,100,100,Taylorsville,Plumas,CAPNFC,6063,FS,CALMU,,,,Mount Diablo,,,11E,7,26N,NC07,FS,CAPNF,US-CA,,,Timber (Litter and Understory),Medium Logging Slash,237,2019-CAPNF-001324,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/10/08 23:26:07+00,2019/09/04 19:47:06+00,2020/01/15 22:08:19+00,IRWIN,{93841AF5-D123-430F-A892-AA1412AAE97C},,,
920764,4523490,T10,-118.0163099,40.75470554,107754,,DEFAULT,14882.6197,2017/07/23 23:00:00+00,2017/07/25 01:02:00+00,22360.6,100,NVCNC,2430932,,,,Minimal,Smoldering,Isolated Torching,Smoldering,Human,,,K5LG,,2017/07/14 21:20:00+00,Type 4 Incident,2017/08/04 00:59:59+00,,,,,PD,1502,GBCC,2017/07/23 23:00:00+00,2017/07/23 00:59:59+00,2017/07/23 23:00:00+00,F,Type 4 IC,MM 155,25 Miles west of Winnemucca,WF,FI,40.71766,-118.0396,100,,{84320C2C-2D1D-4F55-B88F-4FC2D0CC8905},,0,1,0,0,0,0,20159,100,100,,Pershing,,32027,,NVWID,,,,,,,,,,GB11,BLM,NVWID,US-NV,,,Short Grass (1 foot),Brush (2 feet),42,2017-NVWID-020159,Approved Decision,wildcad,wildcad,0,,,2017/07/14 21:54:42+00,2017/10/14 17:23:12+00,IRWIN,{CE45760D-ACA4-4215-899A-EEA70B8601E5},,,
453061,4708573,T10,-123.5715141,42.5281152,107978,,ICS209,31595.5404,2018/10/11 06:59:59+00,,52839,0.25,ORRVC,24077000,,,,Minimal,Smoldering,Smoldering,Isolated Torching,Natural,,,L001,,2018/07/15 21:17:59+00,Type 3 Incident,2018/12/31 08:00:00+00,0,100,0,0,,610,NWCC,2018/10/11 18:30:00+00,2018/10/10 18:30:00+00,2018/10/11 18:30:00+00,F,Type 3 Team,Taylor Creek,10 Miles west of Grants Pass,WF,FI,42.52811,-123.5715,,,{2447C010-33EC-4EE7-A2BC-CB0931FAE494},,0,1,1,0,0,,395,100,100,Merlin,Josephine,ORRVIC,41033,BLM,ORMED,,BLM,Federal,,,,,,,NW04,BLM,ORMED,US-OR,,,Timber (Grass and Understory),Brush (2 feet),2,2018-ORMED-000395,Approved Decision,wildcad,wfdss,0,,,2018/07/20 18:45:15+00,2019/03/04 20:08:47+00,IRWIN,{F874070F-8232-4650-AA2C-0B925B2D05A7},,,
1012706,4598210,T10,-116.8706128,41.3719457,108103,,DEFAULT,117069.7502,2017/07/26 03:00:00+00,2017/08/05 03:00:00+00,154456,200,NVEIC,482448,,,,Active,Running,Torching,Wind Driven Runs,Natural,,,K5MM,,2017/07/15 01:34:00+00,Type 3 Incident,2017/08/15 03:00:00+00,,,,,PD,,GBCC,2017/07/16 12:59:59+00,2017/07/15 12:59:59+00,2017/07/16 12:59:59+00,F,Type 3 IC,Snowstorm,within the Little Humboldt WSA zone,WF,FI,41.3825,-116.864333,200,,{38553146-FA6B-48DA-8866-EABA844107B8},,0,1,0,0,0,0,10220,13,100,,Elko,NVEIC,32007,BLM,NVEKD,,BLM,Federal,,,,,,,GB17,BLM,NVEKD,US-NV,,,Tall Grass (2.5 feet),Brush (2 feet),142,2017-NVEKD-010220,Approved Decision,wildcad,wildcad,0,,,2017/07/15 05:02:58+00,2022/02/10 18:52:44+00,IRWIN,{4718C5AB-FFFD-4319-8CC8-B614FDB1BAE7},1,Four Seasons Complex,{C6F64877-DC59-4685-A1B1-805D164A2F20}
1021237,5034326,T10,-116.3553133,45.26875608,108228,,DEFAULT,4321.2319,2018/11/21 20:00:00+00,2018/11/21 20:00:00+00,8220,0.1,IDGVC,26216100,,,,Minimal,Creeping,Smoldering,Isolated Torching,Human,,,L1A1,,2018/07/23 19:02:00+00,Type 4 Incident,2018/11/21 20:00:00+00,0,100,0,0,P1,117,NRCC,2018/10/10 22:15:00+00,2018/10/10 21:59:59+00,2018/10/10 22:15:00+00,F,Type 4 IC,Rattlesnake Creek,"15 Miles SW of Riggins, ID",WF,FI,45.80856,-115.4741,20,,{66F00086-2C65-45DB-AA1E-BCA6E47B45E9},,0,1,0,0,0,,362,100,100,Riggins,Idaho,IDGVC,16049,FS,IDNCF,,,,,,,,,,NR06,FS,IDNCF,US-ID,,,Timber (Litter and Understory),Closed Timber Litter,0,2018-IDNCF-000362,Approved Decision,wildcad,wildcad,0,,,2018/07/23 19:15:31+00,2020/12/11 16:49:16+00,IRWIN,{57E8EF25-BC8B-45CC-B91C-4409E0A0043D},,,
1070778,5177174,T10,-115.5595134,46.50550626,108252,EKT5,CERTIFIED,1.14,2020/08/20 14:25:00+00,2020/08/20 17:22:00+00,0.1,0.1,IDGVC,,,,2021/12/29 21:47:01+00,,,,,Natural,Lightning,,,,2020/08/19 16:41:32+00,,2020/08/20 18:08:59+00,,,,,P1,117,NRCC,,,,,,Sylvan 1,,WF,FI,46.50467,-115.5589,,2020/08/20 00:04:59+00,{0DC7C15F-B015-4001-8282-32B5C6631FF3},,0,1,0,0,0,,507,,,,Clearwater,IDGVC,16035,FS,IDNCF,,USFS,Federal,,,,,,,NR03,FS,IDNCF,US-ID,Timber,TL5,,,,2020-IDNCF-000507,No Decision,wildcad,INFORM_Inspector,0,,,2020/08/20 00:20:44+00,2021/12/29 21:47:01+00,IRWIN,{185C1D38-2FAA-4A7E-AE81-05803C7ECE0B},,,
538166,4636555,T10,-122.5400138,41.88000525,108828,,DEFAULT,18011.8846,2018/07/23 14:02:00+00,2018/10/15 00:59:59+00,38008,,,33500000,,,,Minimal,Smoldering,Smoldering,Short-range Spotting,Unknown,,,LYL8,,2018/07/05 19:31:00+00,Type 5 Incident,2018/11/29 15:59:59+00,0,100,0,0,,,ONCC,2018/07/22 00:30:00+00,2018/07/21 12:59:59+00,2018/07/22 00:30:00+00,F,Type 5 IC,KLAMATHON,"Hornbrook, Hilt, Colestin, Soda Mtn. Wilderness and Klamath River Country Estate",WF,FI,,,,,{373CAAC0-9D6D-4A91-8B55-7986A13983FC},,0,1,0,1,0,,4641,100,100,Hornbrook,Siskiyou,CAYICC,6093,,CASKU,,,,,,,,,,NC06,,CASKU,US-CA,,,Chaparral (6 feet),Tall Grass (2.5 feet),52,2018-CASKU-004641,Approved Decision,firecode,wfdss,0,,,2018/07/05 20:22:20+00,2018/11/29 16:36:00+00,IRWIN,{77055513-C6B2-4A94-925E-5A245A2788A5},,,
442990,4544252,T10,-123.6783471,41.04750509,109113,,DEFAULT,35.9975,,,137,,CAHIAC,1000000,,,,Minimal,Creeping,Smoldering,Backing,Human,,,ND6B,,2020/08/09 01:34:59+00,Type 4 Incident,,0,100,0,0,,,ONCC,2020/08/17 12:00:00+00,2020/08/12 11:00:00+00,2020/08/17 12:00:00+00,F,Type 2 Team,JONES POINT,Tish Tang Drainage,WF,FI,,,,,{FC923CED-350C-452D-BC52-A87144539282},,0,1,0,0,0,0,68,100,100,Hoopa,Humboldt,CAFICC,6023,BIA,CANCA,,BIA,Federal,,,,,,,NC04,BIA,CAHIA,US-CA,,,Tall Grass (2.5 feet),Brush (2 feet),13,2020-CAHIA-000068,Pending Decision,IROC,ics209,0,Type 4 Incident,,2020/08/09 02:21:42+00,2020/08/21 22:22:48+00,IRWIN,{61581422-48E7-44FB-8639-8E326AD023C4},,,
625274,5110993,T10,-121.3780144,46.14100564,109507,,DEFAULT,40514.5048,2015/09/21 02:00:00+00,2015/10/18 00:59:59+00,53523,100,WACWC,,,,,,,,,Undetermined,,,,,2015/08/11 04:28:28+00,,2015/10/18 01:30:00+00,,,,,,,NWCC,,,,,,Cougar Creek,,WF,FI,45.7763,-121.2674,20,,{8B47EC2B-9A91-4A93-836F-23981FAABF1C},,0,0,0,0,0,,157,,,,Yakima,,53077,,WAYAA,,BIA,Federal,,,,,,,,,WAYAA,US-WA,,,,,,2015-WAYAA-000157,,wildcad,wildcad,0,,,2015/08/11 19:59:08+00,2020/02/11 22:01:48+00,IRWIN,{D10375C3-5511-4670-AF80-48EC51B5C4F4},,,
637505,4523405,T10,-121.3687305,40.85017227,109569,,CERTIFIED,0.1,,,0.5,0.1,CASIFC,,,,2021/01/12 19:39:01+00,,,,,Human,Debris/Open Burning,Dump Burning,NR77,,2020/12/11 17:10:32+00,,2020/12/14 16:30:00+00,,,,,,,ONCC,,,,,,GULCH,,WF,FI,40.850167,-121.368717,,2020/12/11 17:15:00+00,{724D8527-EB04-488A-A643-DC23E2337D49},,0,1,0,0,0,,6860,,,,Shasta,CASIFC,6089,FS,CALNF,,USFS,Federal,,,,,,,NC07,FS,CALNF,US-CA,Timber,TU5,,,,2020-CALNF-006860,No Decision,cfcad,INFORM_Inspector,0,,,2020/12/11 20:54:51+00,2021/01/12 19:39:03+00,IRWIN,{89856BAE-AAB5-45E1-9764-76176861F336},,,
901776,4895834,T10,-117.9800134,44.10530583,110009,,DEFAULT,2635.2091,2014/08/05 02:00:00+00,2014/08/08 00:00:00+00,4263,,,1655000,,,,,,,,Natural,,,H9BC,,2014/07/23 22:20:00+00,,2014/08/29 14:00:00+00,,,,,,,NWCC,,,,F,,KITTEN CANYON,,WF,FI,,,,,{0015F9FA-FE88-44E2-8A5D-E421F468CC78},,0,1,0,0,0,,94,95,,,Malheur,,41045,,,,,,,,,,,,,,ORVAD,US-OR,,,,,3,2014-ORVAD-000094,,firecode,wfdss,0,,,2014/07/23 22:24:40+00,2014/08/29 16:08:50+00,IRWIN,{8275AFDA-7E20-482E-917C-8028E4393DAE},,,
426073,4835001,T10,-123.9169143,43.66434523,111440,,DEFAULT,15.4705,2019/05/03 14:23:00+00,,18,0.5,OREIC,,,,,,,,,Human,,,L8QH,,2019/05/01 03:27:00+00,,2019/06/08 00:00:00+00,,,,,P6,612,NWCC,,,,,,Deer Head Point ,,WF,FI,43.66424,-123.9168,0.5,,{230EF6A3-2D15-4AB0-BD63-3F2FFD686647},,0,0,0,1,0,,190068,,,,Douglas,OREIC,41019,FS,ORSUF,,USFS,Federal,,,,,,,NW03,FS,ORSUF,US-OR,,,,,,2019-ORSUF-190068,Approved Decision,wildcad,wfdss,0,Type 4 Incident,2019/05/03 19:17:30+00,2019/05/01 04:48:34+00,2019/07/31 23:54:06+00,IRWIN,{9BC659A1-1250-4460-8FCC-2D21CD497956},,,
771751,4985086,T10,-119.5540139,44.96720574,111775,,DEFAULT,5359.5076,2014/07/27 23:29:59+00,2014/08/14 18:59:59+00,7175,,,5394897,,,,,,,,Natural,,,,,2014/07/14 20:00:00+00,,2014/10/16 00:59:59+00,,,,,,,NWCC,,,,F,,Sunflower,,WF,FI,,,,,{C7A5750B-9E4A-452E-8082-1A7E1FB10C35},,0,,,,,,14166,100,,,Grant,,41023,,,,,,,,,,,,,,ORUMF,US-OR,,,,,41,2014-ORUMF-014166,,wfdss,wfdss,0,,,2014/07/15 13:32:25+00,2014/10/20 15:54:08+00,IRWIN,{960B6E48-8AFE-4B3D-9794-0AB85951338C},,,
1054824,5034600,T10,-115.9300133,45.24556212,112077,,DEFAULT,988.6302,2019/09/04 02:00:00+00,,2360,5,IDPAC,13070000,,,,Minimal,Creeping,Smoldering,Isolated Torching,Natural,,,MKF5,,2019/08/04 20:19:00+00,Type 4 Incident,2019/10/08 18:00:00+00,0,100,0,0,P4,412,GBCC,2019/09/04 22:30:00+00,2019/09/03 21:59:59+00,2019/09/04 22:30:00+00,F,Type 4 IC,Nethker ,30 miles northeast of McCall ID,WF,FI,45.36468,-115.9305,25,,{9A7FC114-3E56-4174-9EF0-D4BE92E5AE61},,0,1,0,1,0,,500,100,100,McCall,Idaho,IDPAC,16049,FS,IDPAF,,USFS,Federal,Boise,NW,SE,4E,14,24N,GB01,FS,IDPAF,US-ID,,,Timber (Litter and Understory),Closed Timber Litter,28,2019-IDPAF-000500,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/08/19 02:59:50+00,2019/08/04 20:34:53+00,2019/11/06 15:41:17+00,IRWIN,{41B25487-A9A1-4493-90CE-9F70294B179B},,,
459250,4521950,T10,-123.4834138,40.84758509,112145,,DEFAULT,3.6475,2016/08/05 14:13:00+00,2016/08/05 21:14:00+00,0.5,0.1,CAFICC,,,,,,,,,Human,,,KJ9K,,2016/08/02 20:35:00+00,,2016/08/08 17:05:00+00,,,,,,,ONCC,,,,,,BURNT,,WF,FI,41.35115,-123.873,0.5,,{168550C3-FBD9-4601-9942-97E38E91EB0A},,0,0,0,0,0,,844,,,,Trinity,,6105,,CASRF,,USFS,Federal,,,,,,,NC04,FS,CASRF,US-CA,,,,,,2016-CASRF-000844,,wildcad,wildcad,0,,,2016/08/02 21:02:15+00,2016/10/01 20:46:41+00,IRWIN,{DFC7B802-0699-444F-83CD-9426935F225C},,,
